Hemisphere;Latitude;Longitude;Species;Order;Mean;SD;CV (%);Reference
North Atlantic;32°20'N;64°44'W;Dictyota dichotoma;Dictyotales;0.88;0.69;78.41;Targett et al. 1995
North Atlantic;32°20'N;64°44'W;Dictyota spp.;Dictyotales;0.52;0.37;71.15;Targett et al. 1995
North Atlantic;32°19'N;64°43'W;Lobophora variegata;Dictyotales;6.31;0.95;15.06;Targett et al. 1995
North Atlantic;32°20'N;64°44'W;Lobophora variegata;Dictyotales;7.51;1.72;22.9;Targett et al. 1995
North Atlantic;32°27'N;64°49'W;Lobophora variegata;Dictyotales;8.68;0.14;1.61;Targett et al. 1995
North Atlantic;32°20'N;64°44'W;Lobophora variegata;Dictyotales;19.38;3.31;17.08;Targett et al. 1995
North Atlantic;32°19N;64°43'W;Padina gymnospora;Dictyotales;4.74;n.g.;n.c.;Targett et al. 1995
North Atlantic;32°23'N;64°40'W;Sargassum fluitans;Fucales;0.77;0.13;16.88;Targett et al. 1995
North Atlantic;32°27'N;64°49'W;Stypopodium zonale;Dictyotales;1.81;0.69;38.12;Targett et al. 1995
North Atlantic;32°20'N;64°44'W;Stypopodium zonale;Dictyotales;15.85;0.14;0.88;Targett et al. 1995
North Atlantic;35°N;76°W;Lobophora variegata;Dictyotales;4.27;0.21;4.92;Targett et al. 1995
North Atlantic;53°09'N;9°33'W;Ascophyllum nodosum;Fucales;12.74;0.75;5.89;Tierney et al. 2013a
North Atlantic;53°09'N;9°33'W;Fucus spiralis;Fucales;18.75;0.97;5.17;Tierney et al. 2013a
North Atlantic;53°09'N;9°33'W;Pelvetia canaliculata;Fucales;6.82;0.34;4.99;Tierney et al. 2013a
North Atlantic;53°08'N;9°33'W;Ascophyllum nodosum;Fucales;14.6;0.32;2.19;Tierney et al. 2013b
North Atlantic;53°08'N;9°33'W;Fucus spiralis;Fucales;12.86;0.06;0.47;Tierney et al. 2013b
North Atlantic;53°08'N;9°33'W;Pelvetia canaliculata;Fucales;13.33;0;0;Tierney et al. 2013b
North Atlantic;58°N;11°09'E;Ascophyllum nodosum;Fucales;3.5;n.g.;n.c.;Toth & Pavia 2000
North Atlantic;58°54'N;11°07'E;Laminaria hyperborea;Laminariales;2.96;1.14;38.51;Toth & Pavia 2002
North Atlantic;58°54'N;11°07'E;Ascophyllum nodosum;Fucales;5.59;0.6;10.75;Toth et al. 2007
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (fertile - 1 year old);Fucales;4.9;0.5;10.2;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (fertile - 1 year old);Fucales;5;0.7;14;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (fertile - 1 year old);Fucales;5.2;0.8;15.38;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (fertile - receptacle);Fucales;1.3;0.7;53.85;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (fertile - receptacle);Fucales;1.6;0.5;31.25;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (fertile - receptacle);Fucales;1.9;0.6;31.58;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (vegetative - 1 year old);Fucales;4.7;0.5;10.64;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (vegetative - 1 year old);Fucales;5.3;0.1;1.89;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (vegetative - 1 year old);Fucales;6.1;0.9;14.75;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (vegetative - apical);Fucales;3.1;0.3;9.68;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (vegetative - apical);Fucales;4.8;1.2;25;Tuomi et al. 1989
North Atlantic;60°14'N;21°59'E;Fucus vesiculosus (vegetative - apical);Fucales;6.2;0.9;14.52;Tuomi et al. 1989
North IP;13°15'N;144°40'E;Dictyota bartayresii;Dictyotales;0.19;0.03;15.79;Van Alstyne & Paul 1990
North IP;13°25'N;144°47'E;Dictyota cervicornis;Dictyotales;0.53;0.21;39.62;Van Alstyne & Paul 1990
North IP;13°15'N;144°40'E;Hydroclathrus clathratus;Ectocarpales;0.5;0.16;32;Van Alstyne & Paul 1990
North IP;13°24'N;144°39'E;Padina tenuis;Dictyotales;0.74;0.35;47.3;Van Alstyne & Paul 1990
North IP;13°25'N;144°47'E;Sargassum cristaefolium;Fucales;1.24;0.14;11.29;Van Alstyne & Paul 1990
North IP;13°24'N;144°39'E;Sargassum polycystum;Fucales;0.84;0.23;27.38;Van Alstyne & Paul 1990
North IP;13°24'N;144°39'E;Turbinaria ornata;Fucales;1.44;0.24;16.67;Van Alstyne & Paul 1990
North IP;13°25'N;144°47'E;Turbinaria ornata;Fucales;1.62;0.22;13.58;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Alaria marginata;Laminariales;1.35;0.19;14.07;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Costaria costata;Laminariales;0.71;0.19;26.76;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Egregia menziesii;Laminariales;0.25;0.03;0.12;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Fucus distichus;Fucales;5.36;1.48;27.61;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Hedophyllum sessile;Laminariales;1.96;0.55;28.06;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Laminaria dentigera;Laminariales;0.72;0.5;69.44;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Nereocystis luetkeana;Laminariales;0.59;0.07;11.86;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Pelvetiopsis limitata;Fucales;11.12;1.93;17.36;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Postelsia palmaeformis;Laminariales;0.49;0.49;30.61;Van Alstyne & Paul 1990
North IP;48°23'N;123°00'W;Fucus distichus;Fucales;9.64;2.09;21.7;Van Alstyne 1988
North IP;33°23'N;118°21'W;Cystoseira neglecta;Fucales;1.37;0.78;56.93;Van Alstyne et al. 1999a
North IP;33°23'N;118°21'W;Egregia menziesii;Laminariales;2.16;0.6;27.78;Van Alstyne et al. 1999a
North IP;33°23'N;118°21'W;Eisenia arborea;Laminariales;5.02;0.73;14.54;Van Alstyne et al. 1999a
North IP;33°23'N;118°21'W;Halidrys dioica;Fucales;4.14;3.2;77.29;Van Alstyne et al. 1999a
North IP;33°23'N;118°21'W;Hesperophycus harveyanus;Fucales;1.09;0.29;26.61;Van Alstyne et al. 1999a
North IP;33°23'N;118°21'W;Macrocystis pyrifera;Laminariales;1.04;0.37;35.58;Van Alstyne et al. 1999a
North IP;33°23'N;118°21'W;Sargassum palmeri;Fucales;1.31;0.44;33.59;Van Alstyne et al. 1999a
North IP;35°39'N;121°13'W;Egregia menziesii;Laminariales;0.4;0.12;30;Van Alstyne et al. 1999a
North IP;35°39'N;121°13'W;Laminaria dentigera;Laminariales;0.37;0.08;21.62;Van Alstyne et al. 1999a
North IP;35°39'N;121°13'W;Laminaria sinclairii;Laminariales;0.37;0.05;13.51;Van Alstyne et al. 1999a
North IP;35°39'N;121°13'W;Pelvetia fastigiata;Fucales;5.98;0.99;16.56;Van Alstyne et al. 1999a
North IP;36°38'N;121°56'W;Cystoseira osmundacea;Fucales;1.6;0.63;39.38;Van Alstyne et al. 1999a
North IP;36°38'N;121°56'W;Egregia menziesii;Laminariales;0.58;0.23;39.66;Van Alstyne et al. 1999a
North IP;36°38'N;121°56'W;Laminaria farlowii;Laminariales;4.6;0.46;10;Van Alstyne et al. 1999a
North IP;36°38'N;121°56'W;Macrocystis pyrifera;Laminariales;1.31;0.26;19.85;Van Alstyne et al. 1999a
North IP;37°12'N;122°24'W;Alaria nana;Laminariales;3.43;1.55;45.19;Van Alstyne et al. 1999a
North IP;37°12'N;122°24'W;Egregia menziesii;Laminariales;0.68;0.11;16.18;Van Alstyne et al. 1999a
North IP;37°12'N;122°24'W;Fucus gardneri;Fucales;2.87;1.35;47.04;Van Alstyne et al. 1999a
North IP;37°12'N;122°24'W;Laminaria dentigera;Laminariales;0.3;0.05;16.67;Van Alstyne et al. 1999a
North IP;37°12'N;122°24'W;Laminaria farlowii;Laminariales;4.78;0.24;5.02;Van Alstyne et al. 1999a
North IP;37°12'N;122°24'W;Laminaria sinclairii;Laminariales;0.36;0.09;25;Van Alstyne et al. 1999a
North IP;37°12'N;122°24'W;Pelvetia fastigiata;Fucales;5.24;0.76;14.5;Van Alstyne et al. 1999a
North IP;37°12'N;122°24'W;Pelvetiopsis limitata;Fucales;2.69;0.77;28.62;Van Alstyne et al. 1999a
North IP;37°12'N;122°24'W;Postelsia palmaeformis;Laminariales;1.37;0.22;16.06;Van Alstyne et al. 1999a
North IP;41°08'N;124°10'W;Alaria marginata;Laminariales;0.93;0.57;61.29;Van Alstyne et al. 1999a
North IP;41°08'N;124°10'W;Egregia menziesii;Laminariales;0.48;0.26;54.17;Van Alstyne et al. 1999a
North IP;41°08'N;124°10'W;Laminaria dentigera;Laminariales;0.42;0.09;21.43;Van Alstyne et al. 1999a
North IP;41°08'N;124°10'W;Laminaria sinclairii;Laminariales;0.5;0.2;40;Van Alstyne et al. 1999a
North IP;41°08'N;124°10'W;Lessoniopsis littoralis;Laminariales;0.37;0.12;32.43;Van Alstyne et al. 1999a
North IP;41°08'N;124°10'W;Pelvetiopsis limitata;Fucales;4.5;0.54;12;Van Alstyne et al. 1999a
North IP;44°50'N;124°04'W;Alaria marginata;Laminariales;2.88;0.67;23.26;Van Alstyne et al. 1999a
North IP;44°50'N;124°04'W;Costaria costata;Laminariales;0.34;0.02;5.88;Van Alstyne et al. 1999a
North IP;44°50'N;124°04'W;Egregia menziesii;Laminariales;1.62;1.16;71.6;Van Alstyne et al. 1999a
North IP;44°50'N;124°04'W;Fucus gardneri;Fucales;5.21;0.77;14.78;Van Alstyne et al. 1999a
North IP;44°50'N;124°04'W;Fucus spiralis;Fucales;4.3;0.57;13.26;Van Alstyne et al. 1999a
North IP;44°50'N;124°04'W;Hedophyllum sessile;Laminariales;1.44;2.23;154.86;Van Alstyne et al. 1999a
North IP;44°50'N;124°04'W;Laminaria dentigera;Laminariales;0.32;0.19;59.38;Van Alstyne et al. 1999a
North IP;44°50'N;124°04'W;Lessoniopsis littoralis;Laminariales;0.28;0.06;21.43;Van Alstyne et al. 1999a
North IP;44°50'N;124°04'W;Pelvetiopsis limitata;Fucales;4.41;0.54;12.24;Van Alstyne et al. 1999a
North IP;48°32'N;123°02'W;Agarum fimbriatum;Laminariales;3.24;1.14;35.19;Van Alstyne et al. 1999a
North IP;48°23'N;124°44'W;Alaria marginata;Laminariales;0.55;0.25;45.45;Van Alstyne et al. 1999a
North IP;48°27'N;122°58'W;Alaria marginata;Laminariales;1.59;0.67;42.14;Van Alstyne et al. 1999a
North IP;48°32'N;123°02'W;Alaria marginata;Laminariales;2.96;0.5;16.89;Van Alstyne et al. 1999a
North IP;48°23'N;124°44'W;Alaria nana;Laminariales;0.92;0.15;16.3;Van Alstyne et al. 1999a
North IP;48°27'N;122°58'W;Costaria costata;Laminariales;0.35;0.05;14.29;Van Alstyne et al. 1999a
North IP;48°23'N;124°44'W;Cymanthere triplicata;Laminariales;0.35;0.02;5.71;Van Alstyne et al. 1999a
North IP;48°27'N;122°58'W;Cymanthere triplicata;Laminariales;0.38;0.03;7.89;Van Alstyne et al. 1999a
North IP;48°23'N;124°44'W;Egregia menziesii;Laminariales;0.33;0.11;33.33;Van Alstyne et al. 1999a
North IP;48°27'N;122°58'W;Egregia menziesii;Laminariales;0.36;0.07;19.44;Van Alstyne et al. 1999a
North IP;48°27'N;122°58'W;Fucus gardneri;Fucales;3.55;0.41;11.55;Van Alstyne et al. 1999a
North IP;48°23'N;124°44'W;Fucus gardneri;Fucales;4.59;0.71;15.47;Van Alstyne et al. 1999a
North IP;48°27'N;122°58'W;Fucus spiralis;Fucales;1.55;0.26;16.77;Van Alstyne et al. 1999a
North IP;48°23'N;124°44'W;Hedophyllum sessile;Laminariales;0.31;0.1;32.26;Van Alstyne et al. 1999a
North IP;48°27'N;122°58'W;Hedophyllum sessile;Laminariales;2.76;0.23;8.33;Van Alstyne et al. 1999a
North IP;48°32'N;123°02'W;Laminaria complanata;Laminariales;2.26;1;44.25;Van Alstyne et al. 1999a
North IP;48°32'N;123°02'W;Laminaria groenlandica;Laminariales;0.85;0.04;4.71;Van Alstyne et al. 1999a
North IP;48°23'N;124°44'W;Laminaria groenlandica;Laminariales;1.08;0.86;79.63;Van Alstyne et al. 1999a
North IP;48°23'N;124°44'W;Laminaria setchelli;Laminariales;0.44;0.49;111.36;Van Alstyne et al. 1999a
North IP;48°23'N;124°44'W;Pelvetiopsis limitata;Fucales;2.75;0.9;32.73;Van Alstyne et al. 1999a
North IP;33°23'N;118°21'W;Egregia menziesii (blade);Laminariales;2.1;0.6;28.57;Van Alstyne et al. 1999b
North IP;33°23'N;118°21'W;Egregia menziesii (meristem);Laminariales;1.38;0.75;54.55;Van Alstyne et al. 1999b
North IP;33°23'N;118°21'W;Eisenia arborea (blade);Laminariales;4.59;0.88;19.17;Van Alstyne et al. 1999b
North IP;33°23'N;118°21'W;Eisenia arborea (meristem);Laminariales;6.68;0.97;14.52;Van Alstyne et al. 1999b
North IP;35°39'N;121°13'W;Egregia menziesii (blade);Laminariales;0.4;0.1;25;Van Alstyne et al. 1999b
North IP;35°39'N;121°13'W;Egregia menziesii (meristem);Laminariales;0.4;0.1;25;Van Alstyne et al. 1999b
North IP;36°38'N;121°56'W;Egregia menziesii (blade);Laminariales;0.75;0.5;66.67;Van Alstyne et al. 1999b
North IP;36°38'N;121°56'W;Egregia menziesii (meristem);Laminariales;0.3;0.05;16.67;Van Alstyne et al. 1999b
North IP;37°12'N;122°24'W;Alaria nana (blade);Laminariales;2.9;0.33;11.38;Van Alstyne et al. 1999b
North IP;37°12'N;122°24'W;Alaria nana (meristem);Laminariales;5.09;3.31;65.03;Van Alstyne et al. 1999b
North IP;37°12'N;122°24'W;Alaria nana (reproductive);Laminariales;4;0.44;10.9;Van Alstyne et al. 1999b
North IP;37°12'N;122°24'W;Egregia menziesii (blade);Laminariales;0.45;0.2;44.44;Van Alstyne et al. 1999b
North IP;37°12'N;122°24'W;Egregia menziesii (meristem);Laminariales;1.3;0.35;26.92;Van Alstyne et al. 1999b
North IP;41°08'N;124°10'W;Alaria marginata (blade);Laminariales;0.31;0.1;32.26;Van Alstyne et al. 1999b
North IP;41°08'N;124°10'W;Alaria marginata (meristem);Laminariales;1.74;0.82;47.13;Van Alstyne et al. 1999b
North IP;41°08'N;124°10'W;Alaria marginata(reproductive);Laminariales;1.13;0.41;36.28;Van Alstyne et al. 1999b
North IP;41°08'N;124°10'W;Egregia menziesii (blade);Laminariales;0.6;0.4;66.67;Van Alstyne et al. 1999b
North IP;41°08'N;124°10'W;Egregia menziesii (meristem);Laminariales;0.75;0.2;26.67;Van Alstyne et al. 1999b
North IP;44°50'N;124°04'W;Alaria marginata (blade);Laminariales;2.05;0.56;27.32;Van Alstyne et al. 1999b
North IP;44°50'N;124°04'W;Alaria marginata (meristem);Laminariales;4;2.1;52.5;Van Alstyne et al. 1999b
North IP;44°50'N;124°04'W;Alaria marginata (reproductive);Laminariales;4.26;0.77;18.08;Van Alstyne et al. 1999b
North IP;44°50'N;124°04'W;Egregia menziesii (blade);Laminariales;1.8;1.4;77.78;Van Alstyne et al. 1999b
North IP;44°50'N;124°04'W;Egregia menziesii (meristem);Laminariales;4.4;1.5;34.09;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Alaria marginata (blade);Laminariales;0.44;0.15;35;Van Alstyne et al. 1999b
North IP;48°27'N;122°28'W;Alaria marginata (blade);Laminariales;1.44;0.26;18.06;Van Alstyne et al. 1999b
North IP;48°32'N;123°02'W;Alaria marginata (blade);Laminariales;3.08;1.28;41.56;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Alaria marginata (meristem);Laminariales;0.67;0.36;53.73;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Alaria marginata (meristem);Laminariales;1.9;1.74;91.58;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Alaria marginata (meristem);Laminariales;4.36;1.08;24.77;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Alaria marginata (reproductive);Laminariales;1.18;0.46;38.98;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Alaria marginata (reproductive);Laminariales;2.05;0.82;40;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Alaria nana (blade);Laminariales;0.87;0.36;41.38;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Alaria nana (meristem);Laminariales;1.2;0.36;30;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Alaria nana (reproductive);Laminariales;0.8;0.51;63.75;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Egregia menziesii (blade);Laminariales;0.3;0.1;33.33;Van Alstyne et al. 1999b
North IP;48°27'N;122°28'W;Egregia menziesii (blade);Laminariales;0.35;0.15;42.86;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Egregia menziesii (meristem);Laminariales;0.25;0.05;20;Van Alstyne et al. 1999b
North IP;48°23'N;124°44'W;Egregia menziesii (meristem);Laminariales;0.35;0.1;28.57;Van Alstyne et al. 1999b
North IP;44°40'N;124°03'W;Alaria marginata (adult);Laminariales;0.73;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Alaria marginata (juvenile);Laminariales;0.82;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Costaria costata (adult);Laminariales;0.18;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Costaria costata (juvenile);Laminariales;0.18;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Egregia menziesii (adult);Laminariales;0.27;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Egregia menziesii (juvenile);Laminariales;0.77;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Fucus gardneri (adult);Fucales;2.95;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Fucus gardneri (juvenile);Fucales;4.04;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Fucus spiralis (adult);Fucales;3.27;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Fucus spiralis (juvenile);Fucales;3;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Hedophyllum sessile (adult);Laminariales;0.45;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Hedophyllum sessile (juvenile);Laminariales;1.04;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Lessoniopsis littoralis (adult);Laminariales;0.18;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Lessoniopsis littoralis (juvenile);Laminariales;1.36;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Nereocystis luetkeana (adult);Laminariales;0.28;n.g.;n.c.;Van Alstyne et al. 2001
North IP;44°40'N;124°03'W;Nereocystis luetkeana (juvenile);Laminariales;0.18;n.g.;n.c.;Van Alstyne et al. 2001
South IP;33°33'S;115°06'E;Cystophora grevillei;Fucales;10.99;4.56;591.6;Van Hees et al. 2017
South IP;33°33'S;115°06'E;Cystophora sp.;Fucales;9.36;1.36;176.62;Van Hees et al. 2017
South IP;33°33'S;115°06'E;Lobophora variegata;Dictyotales;8.73;2.35;304.92;Van Hees et al. 2017
South IP;33°33'S;115°06'E;Sargassum linearifolium;Fucales;4.16;1.84;238.59;Van Hees et al. 2017
South IP;33°33'S;115°06'E;Scaberia agardhii;Fucales;4.73;1.45;188.76;Van Hees et al. 2017
South IP;33°33'S;115°06'E;Sirophysalis trinodis;Fucales;0.36;1.59;206.95;Van Hees et al. 2017
South IP;30°29'S;115°06'E;Dictyopteris muelleri;Dictyotales;0.48;0.07;8.71;Van Hees et al. 2017
South IP;30°29'S;115°06'E;Dilophus sp.;Dictyotales;1.11;0.24;31.49;Van Hees et al. 2017
South IP;30°29'S;115°06'E;Distromium sp.;Dictyotales;4.4;1.44;187.01;Van Hees et al. 2017
South IP;30°29'S;115°06'E;Ecklonia radiata;Laminariales;3.37;1.01;131.11;Van Hees et al. 2017
South IP;30°29'S;115°06'E;Myriodesma serrulata;Fucales;1.17;0.34;43.56;Van Hees et al. 2017
South IP;30°29'S;115°06'E;Sargassum paradoxum;Fucales;2.94;0.6;78.41;Van Hees et al. 2017
South IP;30°29'S;115°06'E;Spatoglossum macrodontum;Dictyotales;1.81;0.61;78.73;Van Hees et al. 2017
South IP;30°29'S;115°06'E;Zonaria turneriana;Dictyotales;4.78;0.87;113.26;Van Hees et al. 2017
South IP;28°10'S;114°13'E;Dictyota ciliolata;Dictyotales;0.95;0.78;101.22;Van Hees et al. 2017
South IP;28°10'S;114°13'E;Dictyota naevosa;Dictyotales;1.06;0.74;96.72;Van Hees et al. 2017
South IP;28°10'S;114°13'E;Dictyota sp.;Dictyotales;0.43;0.04;5.51;Van Hees et al. 2017
South IP;28°10'S;114°13'E;Distromium sp.;Dictyotales;2.24;1.32;170.96;Van Hees et al. 2017
South IP;28°10'S;114°13'E;Sargassum oligocystin;Fucales;0.28;0.25;31.94;Van Hees et al. 2017
South IP;28°10'S;114°13'E;Sargassum paradoxum;Fucales;1.28;0.44;56.61;Van Hees et al. 2017
South IP;25°37'S;113°13'E;Hormophysa cuneiformis;Fucales;0.76;0.59;76.35;Van Hees et al. 2017
South IP;25°37'S;113°13'E;Sargassopsis decurrens;Fucales;0.99;0.54;69.7;Van Hees et al. 2017
South IP;25°37'S;113°13'E;Sirophysalis trinodis;Fucales;1.05;0.59;76.48;Van Hees et al. 2017
South IP;25°37'S;113°13'E;Sporochnus moorei;Sporochnales;1.15;0.64;83.12;Van Hees et al. 2017
South IP;21°27'S;115°00'E;Dictyota australis;Dictyotales;1.63;0.76;98.74;Van Hees et al. 2017
South IP;21°27'S;115°00'E;Dictyota ceylanica;Dictyotales;0.35;0.06;7.79;Van Hees et al. 2017
South IP;21°56'S;114°12'E;Dictyota ceylanica;Dictyotales;0.35;0.07;8.71;Van Hees et al. 2017
South IP;21°56'S;114°12'E;Hormophysa cuneiformis;Fucales;0.72;0.22;29.04;Van Hees et al. 2017
South IP;21°56'S;114°12'E;Lobophora variegata;Dictyotales;0.31;0.03;4.11;Van Hees et al. 2017
South IP;21°27'S;115°00'E;Padinasp.;Dictyotales;1.73;0.06;7.79;Van Hees et al. 2017
South IP;21°56'S;114°12'E;Padinasp.;Dictyotales;1.95;0.22;28.57;Van Hees et al. 2017
South IP;21°27'S;115°00'E;Sargassopsis decurrens;Fucales;0.51;0.17;22.27;Van Hees et al. 2017
South IP;21°27'S;115°00'E;Sargassum ligulatum;Fucales;0.25;0.07;8.71;Van Hees et al. 2017
South IP;21°56'S;114°12'E;Sargassum ligulatum;Fucales;0.33;0.1;12.72;Van Hees et al. 2017
South IP;21°27'S;115°00'E;Sargassum marginatum;Fucales;0.7;0.27;34.99;Van Hees et al. 2017
South IP;21°56'S;114°12'E;Sargassum polyphyllum;Fucales;0.63;0.18;23.23;Van Hees et al. 2017
South IP;21°27'S;115°00'E;Sargassum sp.;Fucales;0.31;0.16;20.33;Van Hees et al. 2017
South IP;21°27'S;115°00'E;Sirophysalis trinodis;Fucales;0.87;0.33;42.74;Van Hees et al. 2017
South IP;21°56'S;114°12'E;Sirophysalis trinodis;Fucales;0.55;0.27;34.85;Van Hees et al. 2017
South IP;16°33'S;122°52'E;Hormophysa cuneiformis;Fucales;2.59;0.66;85.48;Van Hees et al. 2017
South IP;16°33'S;122°52'E;Padinasp.;Dictyotales;2.18;0.42;54.08;Van Hees et al. 2017
South IP;16°33'S;122°52'E;Sargassum ligulatum;Fucales;1.13;0.4;51.43;Van Hees et al. 2017
South IP;16°33'S;122°52'E;Sargassum polycystum;Fucales;1.42;0.4;51.43;Van Hees et al. 2017
South IP;16°33'S;122°52'E;Sargassum rasta;Fucales;0.81;0.12;15.91;Van Hees et al. 2017
South IP;16°33'S;122°52'E;Sirophysalis trinodis;Fucales;1.14;0.37;47.72;Van Hees et al. 2017
South IP;16°33'S;122°52'E;Turbinaria gracilis;Fucales;2.96;1.08;140.84;Van Hees et al. 2017
North IP;33°45'N;"118°25""W";Dictyota flabellata;Dictyotales;1.1;0.32;28.75;Wakefield & Murray 1998
North IP;33°32'N;117°47'W;Egregia menziesii;Laminariales;0.5;0.32;63.25;Wakefield & Murray 1998
North IP;33°45'N;"118°25""W";Eisenia arborea;Laminariales;2.6;0.95;36.49;Wakefield & Murray 1998
North IP;33°45'N;"118°25""W";Eisenia arborea;Laminariales;3.5;1.26;36.14;Wakefield & Murray 1998
North IP;33°45'N;"118°25""W";Endarachne binghamiae;Ectocarpales;2.7;0.63;23.42;Wakefield & Murray 1998
North IP;33°45'N;"118°25""W";Halidrys dioica;Fucales;3.8;1.58;41.61;Wakefield & Murray 1998
North IP;33°45'N;"118°25""W";Macrocystis pyrifera;Laminariales;1.4;0.32;22.59;Wakefield & Murray 1998
North IP;33°45'N;"118°25""W";Dictyopteris divaricate;Dictyotales;9.2;n.g.;n.c.;Yang et al. 2014
North IP;33°45'N;"118°25""W";Dictyopteris prolifera;Dictyotales;15.18;n.g.;n.c.;Yang et al. 2014
North Atlantic;45°N;63°W;Ascophyllum nodosum;Fucales;5.26;n.g.;n.c.;Zhang et al. 2006
South IP;17°30'S;149°32'W;Sargassum mangarevense;Fucales;2.85;1.12;39.3;Zubia et al. 2008
South IP;17°30'S;149°32'W;Turbinaria ornata;Fucales;2.45;0.61;24.9;Zubia et al. 2008
